ID_CLIENT;ID_CMDE;CODE_MAG;DT_CMDE;QTE_ART;MTT_REMISE;QT_UNIV1;CA_UNIV1;QT_UNIV2;CA_UNIV2;QT_UNIV3;CA_UNIV3;CA_UNIV5;QT_UNIV5;QT_UNIV4;CA_UNIV4;CA_TOTAL;TICKET;COLLECTION;CANAL_ACHAT;FLAG_SOLDE;QTART_SOLDE;CA_SOLDE;QTART_PROMO;CA_PROMO
0281015118;10075503;12;21/09/2013;2;12;;;1;35.6;;;;;;;126;1;AH;STORE;0;;;;
0281015118;10032712;63;27/11/2013;1;24;1;35;;;;;;;;;35;1;AH;STORE;0;;;;
0281015118;10032711;63;27/11/2013;2;34.2;;;;;;;;;1;27.3;79.8;1;AH;STORE;0;;;;
0281015118;10029728;64;15/06/2013;3;70.2;1;33;;;;;55.3;1;;;112.8;1;PE;STORE;0;;;;
0281015118;10028793;64;04/05/2013;1;0;;;1;35;;;;;;;35;1;PE;STORE;0;;;;
0281015162;10144506;28;06/08/2012;1;0;1;24.9;;;;;;;;;24.9;1;AH;STORE;0;;;;
0281015162;10134455;28;12/05/2012;1;0;1;59;;;;;;;;;59;1;PE;STORE;0;;;;
0281015174;20157344;46;27/10/2013;2;0;1;65;;;;;;;1;45;110;1;AH;STORE;0;;;;
0281015174;10134524;28;12/05/2012;1;0;;;;;1;59;;;;;59;1;PE;STORE;0;;;;
0281015174;10107871;7;26/04/2013;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
0281015174;10087914;20;06/09/2013;2;0;2;138;;;;;;;;;138;1;AH;STORE;0;;;;
0281015174;10073430;20;24/11/2012;1;12;;;;;;;;;;;47;1;AH;STORE;0;;;;
0281015174;10070185;20;14/09/2012;1;0;;;;;;;;;;;79;1;AH;STORE;0;;;;
0281015174;10009513;845;25/05/2012;0;0;;;1;59;-1;-59;;;;;0;0;PE;STORE;0;;;;
0281015174;10009511;845;25/05/2012;1;0;;;1;35;;;;;;;35;1;PE;STORE;0;;;;
0281015251;10134999;28;22/05/2012;1;0;1;65;;;;;;;;;65;1;PE;STORE;0;;;;
0281015264;10135073;28;23/05/2012;1;0;;;;;1;59;;;;;59;1;PE;STORE;0;;;;
0281015264;10024216;956;18/10/2012;1;0;;;;;;;;;1;27.3;27.3;1;AH;STORE;0;;;;
0281015281;10163949;28;28/03/2013;2;0;2;89.6;;;;;;;;;89.6;1;PE;STORE;0;;;;
0281015281;10155300;28;04/01/2013;1;20.7;1;48.3;;;;;;;;;48.3;1;AH;STORE;0;;;;
0281015281;10150083;28;26/10/2012;1;0;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
0281015281;10135151;28;24/05/2012;1;0;1;65;;;;;;;;;65;1;PE;STORE;0;;;;
0281015335;10136343;28;11/06/2012;2;0;;;2;74;;;;;;;74;1;PE;STORE;0;;;;
0281015335;10135491;28;30/05/2012;2;0;;;1;45;;;;;;;114;1;PE;STORE;0;;;;
0281015413;10136016;28;06/06/2012;1;0;;;;;;;;;;;59;1;PE;STORE;0;;;;
0281015416;10136035;28;07/06/2012;1;0;;;1;35;;;;;;;35;1;PE;STORE;0;;;;
0281015416;10051335;15;04/10/2012;1;0;;;;;;;;;;;85;1;AH;STORE;0;;;;
0281015416;10029713;64;15/06/2013;1;11.7;;;1;27.3;;;;;;;27.3;1;PE;STORE;0;;;;
0281015487;10028907;810;30/06/2012;1;3.29;;;1;29.61;;;;;;;29.61;1;PE;STORE;1;;;;
0281015487;10029358;810;05/07/2012;0;0;;;-1;-39;;;;;;;10.9;0;PE;STORE;1;;;;
0281015487;10137179;28;23/06/2012;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
0281015487;10042897;810;13/07/2013;3;0;2;70.9;;;;;;;1;13.5;84.4;1;PE;STORE;1;;;;
0281015580;10144571;28;07/08/2012;1;0;;;;;;;;;;;75;1;AH;STORE;0;;;;
0281015618;10144958;28;14/08/2012;1;0;;;;;;;29.9;1;;;29.9;1;AH;STORE;0;;;;
0281015631;10154605;28;23/12/2012;2;12;;;;;;;78.64;1;;;148;1;AH;STORE;0;;;;
0281015631;10145089;28;16/08/2012;3;16.35;;;;;;;211.55;3;;;211.55;1;AH;STORE;0;;;;
0281015631;10175310;28;05/08/2013;1;0;;;;;;;99;1;;;99;1;AH;STORE;0;;;;
0281015631;10145090;28;16/08/2012;1;14.85;;;;;;;84.15;1;;;84.15;1;AH;STORE;0;;;;
0281015656;10145401;28;23/08/2012;1;0;;;1;35;;;;;;;35;1;AH;STORE;0;;;;
0281015721;10145992;28;01/09/2012;1;0;;;;;;;;;;;89;1;AH;STORE;0;;;;
0281015721;10168551;28;22/06/2013;1;32.7;;;;;;;76.3;1;;;76.3;1;PE;STORE;0;;;;
0281015795;10147379;28;19/09/2012;1;0;;;;;;;;;;;199;1;AH;STORE;0;;;;
0281015817;10147640;28;22/09/2012;1;0;;;1;49;;;;;;;49;1;AH;STORE;0;;;;
0281015857;10031521;42;20/11/2012;1;0;;;;;;;89;1;;;89;1;AH;STORE;0;;;;
0281015857;10148831;28;06/10/2012;1;5;1;60;;;;;;;;;60;1;AH;STORE;0;;;;
0281015857;10066555;15;23/11/2013;1;0;1;89;;;;;;;;;89;1;AH;STORE;0;;;;
0281015857;10048036;39;24/11/2012;1;0;;;;;;;129;1;;;129;1;AH;STORE;0;;;;
0281015897;10094386;7;02/11/2012;1;0;;;;;;;;;;;69;1;AH;STORE;0;;;;
0281015897;10149239;28;13/10/2012;1;0;;;;;;;;;;;69;1;AH;STORE;0;;;;
0281015897;10149602;28;19/10/2012;1;0;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
0281016183;10152585;28;01/12/2012;-1;-19.35;;;;;;;;;;;-109.65;-1;AH;STORE;0;;;;
0281016183;10151763;28;17/11/2012;1;19.35;;;;;;;;;;;109.65;1;AH;STORE;0;;;;
0281016183;10152584;28;01/12/2012;-1;0;;;;;;;;;;;-69;-1;AH;STORE;0;;;;
0281016183;10045477;56;23/02/2013;1;0;;;;;;;;;;;129;1;PE;STORE;0;;;;
0281016183;10151762;28;17/11/2012;2;0;;;;;;;;;;;144;1;AH;STORE;0;;;;
0281016210;10991501;16;24/12/2013;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
0281016210;10151899;28;20/11/2012;3;0;;;1;39;1;75;85;1;;;199;1;AH;STORE;0;;;;
0281016210;10025313;891;07/12/2013;1;75;;;;;;;;;;;175;1;AH;STORE;0;;;;
0281016210;10022374;891;25/03/2013;1;12;;;1;27;;;;;;;27;1;PE;STORE;0;;;;
0281016210;10025089;891;02/11/2013;1;0;;;;;1;59;;;;;59;1;AH;STORE;0;;;;
0281016210;10991500;16;24/12/2013;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
0281016408;10153347;28;13/12/2012;1;0;1;59;;;;;;;;;59;1;AH;STORE;0;;;;
0281016487;10153992;28;18/12/2012;2;0;1;69;;;;;;;1;39;108;1;AH;STORE;0;;;;
0281016635;10074065;19;11/11/2013;1;15.8;1;63.2;;;;;;;;;63.2;1;AH;STORE;0;;;;
0281016635;10162115;28;25/02/2013;2;0;;;;;;;;;;;188;1;PE;STORE;0;;;;
0281016635;10075486;19;27/12/2013;1;0;1;75;;;;;;;;;75;1;AH;STORE;0;;;;
0281016635;10073337;19;12/10/2013;2;0;2;154;;;;;;;;;154;1;AH;STORE;0;;;;
0281016786;10164113;28;30/03/2013;1;0;1;38.5;;;;;;;;;38.5;1;PE;STORE;0;;;;
0281016786;10105103;9;27/07/2013;1;3.5;;;1;14;;;;;;;14;1;PE;STORE;1;;;;
0281016786;10029754;64;15/06/2013;4;81.7;2;87.3;2;35;;;;;;;122.3;1;PE;STORE;0;;;;
0281016786;10097067;9;20/04/2013;3;59.1;2;89.6;;;1;48.3;;;;;137.9;1;PE;STORE;0;;;;
0281016810;10164257;28;04/04/2013;1;0;;;;;;;;;;;129;1;PE;STORE;0;;;;
0281016826;10164377;28;06/04/2013;2;0;1;59;;;;;;;;;114;1;PE;STORE;0;;;;
0281016826;10063020;36;22/06/2013;2;36.5;;;1;21;1;52.5;;;;;73.5;1;PE;STORE;0;;;;
0281016840;10164465;28;09/04/2013;1;0;;;;;;;;;;;220;1;PE;STORE;0;;;;
0281016840;10046897;11;21/09/2013;1;12;;;;;;;;;1;27;27;1;AH;STORE;0;;;;
0281016840;10045653;11;19/07/2013;1;0;;;1;11.7;;;;;;;11.7;1;PE;STORE;1;;;;
0281016846;10178889;28;28/10/2013;3;0;2;89.6;1;41.3;;;;;;;130.9;1;AH;STORE;0;;;;
0281016846;10164504;28;11/04/2013;1;0;;;1;25;;;;;;;25;1;PE;STORE;0;;;;
0281017037;10166416;28;15/05/2013;4;12;;;1;39;2;128;;;1;0;167;1;PE;STORE;0;;;;
0281017038;10178397;28;17/10/2013;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
0281017038;10166495;28;16/05/2013;1;35.4;1;13.6;;;;;;;;;13.6;1;PE;STORE;0;;;;
0281017038;10166432;28;15/05/2013;4;52.2;3;162.8;;;;;;;1;0;162.8;1;PE;STORE;0;;;;
0281017093;10167056;28;28/05/2013;1;0;;;;;;;;;;;75;1;PE;STORE;0;;;;
0281017093;10038147;206;15/11/2013;1;0;1;64.801358107;;;;;;;;;64.801358107;1;AH;STORE;0;;;;
0281017157;10168727;28;25/06/2013;3;75;;;;;;;;;;;114;1;PE;STORE;0;;;;
0281017157;10167427;28;05/06/2013;2;0;;;;;;;109;1;;;248;1;PE;STORE;0;;;;
0281017241;10168318;28;19/06/2013;1;0;;;;;;;99;1;;;99;1;PE;STORE;0;;;;
0281017241;10029929;64;24/06/2013;1;59.7;;;;;1;45;-29.7;0;;;15.3;1;PE;STORE;0;;;;
0281017283;10173197;28;16/07/2013;4;17.62;4;70.48;;;;;;;;;70.48;1;PE;STORE;1;;;;
0281017283;10053018;56;30/07/2013;2;0;;;2;29.4;;;;;;;29.4;1;PE;STORE;1;;;;
0281017297;10175845;28;17/08/2013;1;6.75;;;1;38.25;;;;;;;38.25;1;AH;STORE;0;;;;
0281017297;10175780;28;15/08/2013;0;0;;;;;;;;;;;0;0;AH;STORE;0;;;;
0281017599;10180519;28;09/12/2013;1;0;;;;;;;;;;;169;1;AH;STORE;0;;;;
0281017648;10181262;28;24/12/2013;2;0;2;128;;;;;;;;;128;1;AH;STORE;0;;;;
0282002145;10028806;56;09/04/2012;1;20.7;;;;;;;;;;;48.3;1;PE;STORE;0;;;;
0282002535;10168690;28;24/06/2013;2;27.7;1;41.3;1;15;;;;;;;56.3;1;PE;STORE;0;;;;
0282002554;10087550;20;21/08/2013;1;0;;;1;19.9;;;;;;;19.9;1;AH;STORE;0;;;;
0282002630;10158043;28;21/01/2013;2;0;1;19.9;1;24.9;;;;;;;44.8;1;AH;STORE;1;;;;
0282002630;10153921;23;14/09/2013;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
0282002630;10137037;28;22/06/2012;3;54.6;1;45.5;1;23.4;;;;;1;19.5;88.4;1;PE;STORE;0;;;;
0282002630;10065651;12;11/02/2013;2;0;;;1;19.9;;;;;;;59.8;1;AH;STORE;1;;;;
0282002630;10021180;64;25/09/2012;1;12;;;1;27;;;;;;;27;1;AH;STORE;0;;;;
0282003000;20040517;28;31/03/2012;1;0;;;;;;;;;;;48.3;1;PE;STORE;0;;;;
0282003000;10097559;901;28/08/2013;1;10.35;;;;;;;;;;;58.65;1;AH;STORE;0;;;;
0282003000;10090320;901;02/10/2012;1;19.5;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
0282003000;10086320;901;24/04/2012;1;7;;;1;28;;;;;;;28;1;PE;STORE;0;;;;
0282003045;20044424;28;19/01/2013;2;0;1;44.9;1;19.9;;;;;;;64.8;1;AH;STORE;1;;;;
0282003045;20040958;28;02/06/2012;2;15.6;;;2;62.4;;;;;;;62.4;1;PE;STORE;0;;;;
0282003045;10168023;28;14/06/2013;6;171.7;2;59;;;;;97.3;1;2;45;240.3;1;PE;STORE;0;;;;
0282003098;20042941;28;13/12/2012;1;0;1;29;;;;;;;;;29;1;AH;STORE;0;;;;
0282003177;20047565;28;05/10/2013;1;0;;;;;;;109;1;;;109;1;AH;STORE;0;;;;
0282003187;20047625;28;12/10/2013;1;0;;;;;;;;;;;79;1;AH;STORE;0;;;;
0282003193;20047691;28;19/10/2013;0;0;;;;;;;;;;;0;0;AH;STORE;0;;;;
0282003241;20048444;28;14/12/2013;-1;0;;;;;;;;;;;-75;-1;AH;STORE;0;;;;
0282003241;20048183;28;23/11/2013;1;0;;;;;;;;;;;75;1;AH;STORE;0;;;;
0282003255;20048430;28;14/12/2013;2;0;1;69;;;;;;;;;148;1;AH;STORE;0;;;;
0291014547;20007022;29;13/07/2013;3;0;1;20.7;;;1;25.5;;;;;72.9;1;PE;STORE;1;;;;
0291014547;10082469;29;10/08/2013;1;0;;;;;;;29.9;1;;;29.9;1;AH;STORE;0;;;;
0291014547;10081059;29;13/07/2013;1;0;;;;;;;;;;;31.6;1;PE;STORE;1;;;;
0291014547;10080409;29;06/07/2013;2;0;1;14.7;;;;;;;;;46.3;1;PE;STORE;1;;;;
0291014547;10074833;29;02/02/2013;1;0;;;;;;;19.9;1;;;19.9;1;AH;STORE;1;;;;
0291014547;10074537;29;30/01/2013;1;0;;;1;9.9;;;;;;;9.9;1;AH;STORE;1;;;;
0291014547;10073718;29;19/01/2013;1;0;;;;;1;19.9;;;;;19.9;1;AH;STORE;1;;;;
0291014547;10072223;29;09/01/2013;1;0;1;39.9;;;;;;;;;39.9;1;AH;STORE;1;;;;
0291014547;10066350;29;28/07/2012;-1;0;;;;;;;-29.9;-1;;;-29.9;-1;PE;STORE;1;;;;
0291014547;10066064;29;24/07/2012;1;0;;;;;;;29.9;1;;;29.9;1;PE;STORE;1;;;;
0291014547;10061678;29;05/05/2012;1;12;;;1;7;;;;;;;7;1;PE;STORE;0;;;;
0291014547;10058621;29;11/02/2012;1;11.6;;;;;;;;;1;7.2;-2.6;1;AH;STORE;1;;;;
0291014547;10057906;29;01/02/2012;2;0;;;;;;;29;1;;;78;1;AH;STORE;1;;;;
0291014547;10057500;29;26/01/2012;2;18;2;72;;;;;;;;;72;1;AH;STORE;1;;;;
0291014547;10046823;811;24/07/2013;2;0;;;2;17.4;;;;;;;17.4;1;PE;STORE;1;;;;
0291014547;10014608;893;12/07/2013;1;0;;;;;;;;;;;20.7;1;PE;STORE;1;;;;
0291014649;10071233;29;16/12/2012;1;11;;;;;;;;;1;44;44;1;AH;STORE;0;;;;
0291014649;10066839;29;10/08/2012;0;0;;;0;0;;;;;;;0;0;AH;STORE;0;;;;
0291014649;10066831;29;09/08/2012;1;0;;;1;19.9;;;;;;;19.9;1;AH;STORE;0;;;;
0291014658;10079264;29;26/06/2013;2;0;2;71;;;;;;;;;71;1;PE;STORE;1;;;;
0291014658;10077694;29;30/04/2013;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
0291014697;10073475;29;17/01/2013;1;0;1;49.9;;;;;;;;;49.9;1;AH;STORE;1;;;;
0291014697;10073373;29;16/01/2013;1;0;;;1;24.9;;;;;;;24.9;1;AH;STORE;1;;;;
0291014697;10073372;29;16/01/2013;2;0;1;49.9;1;19.9;;;;;;;69.8;1;AH;STORE;1;;;;
0291014749;20005750;29;10/11/2012;1;14.7;;;;;;;;;1;34.3;34.3;1;AH;STORE;0;;;;
0291014749;10085660;29;07/12/2013;1;20.7;1;48.3;;;;;;;;;48.3;1;AH;STORE;0;;;;
0291014749;10082959;29;30/08/2013;1;8;1;81;;;;;;;;;81;1;AH;STORE;0;;;;
0291014749;10082949;29;30/08/2013;1;0;;;1;19;;;;;;;19;1;AH;STORE;0;;;;
0291014749;10078155;29;16/05/2013;1;0;;;1;39;;;;;;;39;1;PE;STORE;0;;;;
0291014749;10076597;29;20/03/2013;1;8;1;57;;;;;;;;;57;1;PE;STORE;0;;;;
0291014749;10070802;29;08/12/2012;1;12;;;1;33;;;;;;;33;1;AH;STORE;0;;;;
0291014749;10068040;29;15/09/2012;1;6.75;;;1;38.25;;;;;;;38.25;1;AH;STORE;0;;;;
0291014749;10067951;29;14/09/2012;1;8.85;1;50.15;;;;;;;;;50.15;1;AH;STORE;0;;;;
0291014749;10066286;29;27/07/2012;4;10;2;69.9;2;29.8;;;;;;;99.7;1;PE;STORE;1;;;;
0291014749;10065803;16;17/08/2012;1;0;;;1;9.9;;;;;;;9.9;1;AH;STORE;0;;;;
0291014749;10063574;29;27/06/2012;2;7.48;1;40.41;;;1;26.91;;;;;67.32;1;PE;STORE;1;;;;
0291014749;20005742;29;10/11/2012;1;22.5;1;52.5;;;;;;;;;52.5;1;AH;STORE;0;;;;
0291014749;10061942;29;12/05/2012;1;8;;;1;27;;;;;;;27;1;PE;STORE;0;;;;
0291014749;10061532;29;30/04/2012;2;13.6;;;2;54.4;;;;;;;54.4;1;PE;STORE;0;;;;
0291014749;10060768;29;07/04/2012;2;34.2;1;48.3;;;;;;;1;31.5;79.8;1;PE;STORE;0;;;;
0291014749;10060396;29;24/03/2012;1;12;1;47;;;;;;;;;47;1;PE;STORE;0;;;;
0291014749;10059459;29;29/02/2012;1;11.25;1;63.75;;;;;;;;;63.75;1;AH;STORE;1;;;;
0291014749;10056587;29;16/01/2012;1;2.5;1;22.5;;;;;;;;;22.5;1;AH;STORE;1;;;;
0291014749;10056409;29;14/01/2012;2;7.2;1;22.5;;;;;;;;;64.8;1;AH;STORE;1;;;;
0291014756;10064758;29;07/07/2012;1;4.98;;;;;;;;;1;19.92;19.92;1;PE;STORE;1;;;;
0291015048;10068234;29;24/09/2012;1;0;;;;;;;;;;;75;1;AH;STORE;0;;;;
0291015048;10068228;29;24/09/2012;1;0;;;;;;;;;;;79;1;AH;STORE;0;;;;
0291015105;10086091;29;19/12/2013;1;0;1;119;;;;;;;;;119;1;AH;STORE;0;;;;
0291015105;10084312;29;23/10/2013;1;0;;;;;;;109;1;;;109;1;AH;STORE;0;;;;
0291015251;10068265;29;25/09/2012;1;0;1;65;;;;;;;;;65;1;AH;STORE;0;;;;
0291015490;20006566;29;13/03/2013;1;0;1;69;;;;;;;;;69;1;PE;STORE;0;;;;
0291015671;10007959;893;03/10/2012;1;38.7;;;;;;;;;;;90.3;1;AH;STORE;0;;;;
0291015729;10066477;29;30/07/2012;3;0;1;24.9;1;9.9;1;14.9;;;;;49.7;1;PE;STORE;1;;;;
0291016077;10077341;29;18/04/2013;2;42;1;45.5;;;1;52.5;;;;;98;1;PE;STORE;0;;;;
0291016455;10070964;29;13/12/2012;1;75;;;;;;;;;;;175;1;AH;STORE;0;;;;
0291016584;10008619;963;14/06/2013;1;17.7;1;41.3;;;;;;;;;41.3;1;PE;STORE;0;;;;
0291016657;10079477;29;27/06/2013;2;0;2;73.9;;;;;;;;;73.9;1;PE;STORE;1;;;;
0291016657;10066578;29;01/08/2012;1;0;1;19.9;;;;;;;;;19.9;1;AH;STORE;0;;;;
0291016657;10063144;29;16/06/2012;1;20.7;;;;;;;;;;;48.3;1;PE;STORE;0;;;;
0291016814;10059502;29;01/03/2012;1;0;;;;;;;;;;;25;1;PE;STORE;0;;;;
0291017124;310092815;821;03/05/2013;1;0;;;;;;;109;1;;;109;1;PE;WEB;0;;;;
0291017124;10075792;29;18/02/2013;1;12;1;63;;;;;;;;;63;1;AH;STORE;1;;;;
0291017124;10069753;29;07/11/2012;1;23.7;;;;;1;55.3;;;;;55.3;1;AH;STORE;0;;;;
0291017124;10069349;29;26/10/2012;1;0;1;45.5;;;;;;;;;45.5;1;AH;STORE;0;;;;
0291017124;10067333;29;28/08/2012;1;8;;;1;27;;;;;;;27;1;AH;STORE;0;;;;
0291017124;10061387;29;25/04/2012;1;7.8;;;1;31.2;;;;;;;31.2;1;PE;STORE;0;;;;
0291017124;10057645;29;28/01/2012;1;5.4;1;21.6;;;;;;;;;21.6;1;AH;STORE;1;;;;
0291017136;10060088;29;17/03/2012;1;0;;;;;;;;;;;69;1;PE;STORE;0;;;;
0291017165;10180354;28;07/12/2013;1;41.7;;;;;;;;;;;97.3;1;AH;STORE;0;;;;
0291017165;10066990;15;08/12/2013;1;22.5;1;52.5;;;;;;;;;52.5;1;AH;STORE;0;;;;
0291017165;10014851;927;04/10/2012;1;0;1;41.3;;;;;;;;;41.3;1;AH;STORE;0;;;;
0291017297;310610640;821;08/12/2013;1;11.7;;;;;;;;;1;27.3;27.3;1;AH;WEB;0;;;;
0291017297;10047583;43;12/01/2013;2;0;1;34.9;1;24.9;;;;;;;59.8;1;AH;STORE;1;;;;
0291017352;10086009;29;16/12/2013;1;0;;;;;;;;;1;35;35;1;AH;STORE;0;;;;
0291017352;10085498;29;04/12/2013;1;56.7;;;;;;;;;;;132.3;1;AH;STORE;0;;;;
0291017352;10080323;29;05/07/2013;1;0;1;52;;;;;;;;;52;1;PE;STORE;1;;;;
0291017352;10078580;29;01/06/2013;1;0;;;;;;;;;1;45;45;1;PE;STORE;0;;;;
0291017352;10078464;29;25/05/2013;1;0;;;;;;;;;1;39;39;1;PE;STORE;0;;;;
0291017352;10076777;29;23/03/2013;2;40;;;1;25;;;;;1;25;50;1;PE;STORE;0;;;;
0291017352;10071654;29;23/12/2012;1;0;;;;;;;;;1;65;65;1;AH;STORE;0;;;;
0291017352;10071653;29;23/12/2012;2;24;2;94;;;;;;;;;94;1;AH;STORE;0;;;;
0291017352;10067780;29;08/09/2012;4;41.25;1;67.15;2;62.4;;;;;;;184.75;1;AH;STORE;0;;;;
0291017352;10067779;29;08/09/2012;1;40;;;;;;;;;1;5;5;1;AH;STORE;0;;;;
0291017352;10064095;29;30/06/2012;2;9.98;;;;;;;;;;;89.82;1;PE;STORE;1;;;;
0291017352;10063387;29;23/06/2012;6;137.2;4;155;1;24.5;;;69.3;1;;;248.8;1;PE;STORE;0;;;;
0291017395;10011877;67;22/09/2012;2;0;1;85;;;;;;;;;214;1;AH;STORE;0;;;;
0291017395;10008657;67;28/04/2012;2;27.6;;;;;;;;;;;110.4;1;PE;STORE;0;;;;
0291017433;20208450;150;28/08/2013;1;0;;;;;;;;;;;45;1;AH;STORE;0;;;;
0291017433;20201586;150;29/05/2013;1;0;1;45;;;;;;;;;45;1;PE;STORE;0;;;;
0291017433;20194664;150;16/02/2013;1;0;;;1;25;;;;;;;25;1;AH;STORE;1;;;;
0291017433;20193427;150;02/02/2013;1;0;;;;;;;;;;;65;1;AH;STORE;1;;;;
0291017433;20183162;150;27/10/2012;1;0;;;;;;;75;1;;;75;1;AH;STORE;0;;;;
0291017433;20178762;150;08/09/2012;4;0;1;17;;;;;79;1;2;78;174;1;AH;STORE;0;;;;
0291017433;10173176;28;16/07/2013;2;11.26;;;;;;;;;;;45.04;1;PE;STORE;1;;;;
0291017433;10101282;7;24/01/2013;1;0;;;;;;;29.9;1;;;29.9;1;AH;STORE;1;;;;
0291017433;10090841;7;10/09/2012;-1;0;;;;;;;;;-1;-49;-49;-1;AH;STORE;0;;;;
0291017433;10084035;7;07/07/2012;1;0;;;;;;;;;;;29.9;1;PE;STORE;1;;;;
0291017433;10069840;150;11/01/2013;4;0;2;79.8;;;;;;;2;61.9;141.7;1;AH;STORE;1;;;;
0291017614;20005152;29;30/06/2012;2;9.98;1;26.91;1;17.91;;;;;;;44.82;1;PE;STORE;1;;;;
0291017614;10082985;29;31/08/2013;1;40;1;29;;;;;;;;;29;1;AH;STORE;0;;;;
0291017614;10081634;29;22/07/2013;3;0;;;1;7.6;1;39.5;;;;;88.5;1;PE;STORE;1;;;;
0291017614;10078780;29;12/06/2013;7;304.1;3;106.5;;;1;27.5;;;1;54.5;421.9;1;PE;STORE;0;;;;
0291017614;10078116;29;15/05/2013;3;24;1;55.71;1;16.29;;;;;1;0;72;1;PE;STORE;0;;;;
0291017614;10076819;29;25/03/2013;2;24;1;54.16;;;;;;;;;120;1;PE;STORE;0;;;;
0291017614;10074671;29;31/01/2013;6;0;1;14.9;3;54.7;;;;;1;19.9;189.4;1;AH;STORE;1;;;;
0291017614;10071907;29;28/12/2012;0;0;;;;;;;;;;;0;0;AH;STORE;0;;;;
0291017614;10084479;29;28/10/2013;2;0;1;55.3;;;;;;;;;110.6;1;AH;STORE;0;;;;
0291017614;10071906;29;28/12/2012;1;24.5;1;24.5;;;;;;;;;24.5;1;AH;STORE;0;;;;
0291017614;10071905;29;28/12/2012;5;187.8;3;133.4;;;;;76.3;1;;;249.2;1;AH;STORE;0;;;;
0291017614;10071271;29;17/12/2012;1;12;;;1;27;;;;;;;27;1;AH;STORE;0;;;;
0291017614;10068552;29;29/09/2012;1;26.7;1;62.3;;;;;;;;;62.3;1;AH;STORE;0;;;;
0291017614;10068551;29;29/09/2012;1;40;1;19;;;;;;;;;19;1;AH;STORE;0;;;;
0291017614;10066190;29;26/07/2012;2;0;;;2;39.8;;;;;;;39.8;1;PE;STORE;1;;;;
0291017614;10062828;29;07/06/2012;8;252.7;1;32.5;;;1;32.5;;;;;307.3;1;PE;STORE;0;;;;
0291017614;10062016;29;15/05/2012;1;24;;;1;25;;;;;;;25;1;PE;STORE;0;;;;
0291017614;10060965;29;13/04/2012;4;61.8;;;3;95.9;;;;;;;144.2;1;PE;STORE;0;;;;
0291017614;10059693;29;06/03/2012;3;76.6;;;;;;;;;;;306.4;1;PE;STORE;0;;;;
0291017614;10059692;29;06/03/2012;1;24;;;1;11;;;;;;;11;1;PE;STORE;0;;;;
0291017614;10057218;29;23/01/2012;1;2.85;;;1;16.15;;;;;;;16.15;1;AH;STORE;1;;;;
0291017614;10055144;29;02/01/2012;4;125;3;107.5;1;17.5;;;;;;;125;1;AH;STORE;0;;;;
0291017669;10066705;29;04/08/2012;1;0;;;1;19.9;;;;;;;19.9;1;AH;STORE;0;;;;
0291017669;10059124;29;21/02/2012;1;2.9;;;;;;;26.1;1;;;26.1;1;AH;STORE;1;;;;
0291017787;10061751;29;07/05/2012;1;13;;;;;1;52;;;;;52;1;PE;STORE;0;;;;
0291017809;10039349;42;28/11/2013;1;50.7;;;;;;;;;;;118.3;1;AH;STORE;0;;;;
0291017809;10024067;42;14/01/2012;1;4.2;1;37.8;;;;;;;;;37.8;1;AH;STORE;1;;;;
0291017892;10057076;29;21/01/2012;2;5;;;1;20;1;27;;;;;47;1;AH;STORE;1;;;;
0291018160;20121562;46;24/07/2012;2;0;2;29.8;;;;;;;;;29.8;1;PE;STORE;1;;;;
0291018160;20154148;46;19/08/2013;1;10.35;;;;;;;;;;;58.65;1;AH;STORE;0;;;;
0291018160;10057603;29;28/01/2012;1;0;1;69;;;;;;;;;69;1;AH;STORE;1;;;;
0291018160;10010132;887;08/12/2012;1;0;;;;;;;;;1;25;25;1;AH;STORE;0;;;;
0291018160;10007819;887;16/02/2012;2;0;;;;;;;;;1;39;108;1;AH;STORE;1;;;;
0291018160;10047278;930;23/03/2012;1;0;;;;;;;99;1;;;99;1;PE;STORE;0;;;;
0291018160;10041852;998;16/03/2012;1;0;;;;;;;;;;;69;1;PE;STORE;0;;;;
0291018160;20121424;46;23/07/2012;1;0;;;;;;;;;;;65;1;PE;STORE;1;;;;
0291018160;10037806;56;05/10/2012;1;12;;;1;43;;;;;;;43;1;AH;STORE;0;;;;
0291018267;10075115;29;06/02/2013;1;0;;;;;;;;;;;29.9;1;AH;STORE;1;;;;
0291018495;10083536;29;25/09/2013;3;67.5;2;105;;;1;52.5;;;;;157.5;1;AH;STORE;0;;;;
0291018495;10085032;150;05/10/2013;1;0;;;;;;;65;1;;;65;1;AH;STORE;0;;;;
0291018495;10070137;29;17/11/2012;1;0;1;69;;;;;;;;;69;1;AH;STORE;0;;;;
