ID_CLIENT;CIVILITE;DATE_NAIS;DATE_CREATION;CODE_POSTAL;FLAG_EMAIL;FLAG_MOBILE;NB_ENFANT;OPTIN_EMAIL;OPTIN_SMS;FLAG_ADRESSE;NPAI_ADRESSE
0401001018;2;;23/11/2010;73160;0;1;;;;;
0401001056;3;;07/12/2010;73160;1;1;;;;;
0401001118;2;;23/12/2010;38700;0;1;;;;;
0401001169;2;;21/01/2011;.;0;1;;;;;
0401001251;2;;02/02/2011;55170;0;1;;;;;
0401001343;2;;19/02/2011;73000;0;0;;;;;
0401001370;2;;04/03/2011;73300;0;1;;;;;
0401001381;2;;09/03/2011;73000;0;1;;;;;
0401001414;2;;25/03/2011;73000;0;1;;;;;
0401001468;2;;19/04/2011;73000;0;1;;;;;
0401001482;2;;28/04/2011;73100;0;1;;;;;
0401001531;2;;17/05/2011;58000;0;1;;;;;
0401001557;2;;28/05/2011;.;0;1;;;;;
0401001573;2;;04/06/2011;73800;0;1;;;;;
0401001612;2;;23/06/2011;73000;0;1;;;;;
0401001658;2;;02/07/2011;38660;0;1;;;;;
0401001700;2;;08/07/2011;73290;0;1;;;;;
0401001758;2;;19/07/2011;73000;0;1;;;;;
0401001776;2;;22/07/2011;73140;0;1;;;;;
0401001779;2;;22/07/2011;73370;0;1;;;;;
0401001845;2;;26/08/2011;73000;0;1;;;;;
0401001922;2;;12/10/2011;73190;1;0;;;;;
0401002006;2;;16/11/2011;38330;1;0;;;;;
0401002118;2;;14/01/2012;73000;0;0;;;;;
0401002125;2;;14/01/2012;74940;1;0;;;;;
0401002143;2;;14/01/2012;01350;0;1;;;;;
0401002154;2;;16/01/2012;73000;0;1;;;;;
0401002176;2;;19/01/2012;73000;1;0;;;;;
0401002198;2;;21/01/2012;74540;0;1;;;;;
0401002210;2;;25/01/2012;38660;0;0;;;;;
0401002250;2;;03/02/2012;73100;0;1;;;;;
0401002370;2;;31/03/2012;74970;0;1;;;;;
0401002394;2;;14/04/2012;69300;1;1;;;;;
0401002452;2;;11/05/2012;74290;0;1;;;;;
0401002566;2;;05/07/2012;73000;1;1;;;;;
0401002620;2;;13/07/2012;73000;0;1;;;;;
0401002635;2;;17/07/2012;73170;1;0;;;;;
0401002670;2;;31/07/2012;73440;0;1;;;;;
0401002680;2;;01/08/2012;.;0;0;;;;;
0401002755;2;;08/09/2012;72000;0;0;;;;;
0401002792;2;;29/09/2012;73000;0;1;;;;;
0401002994;2;;22/12/2012;73230;0;1;;;;;
0401003221;2;;16/03/2013;38530;0;1;;;;;
0401003496;2;;20/08/2013;01300;0;1;;;;;
0401003591;2;;12/11/2013;38480;1;0;;;;;
0401003631;2;;07/12/2013;.;0;1;;;;;
0401003658;2;;23/12/2013;73420;0;1;;;;;
0411000006;2;13/09/1983;20/07/2009;78540;0;0;;;;;
0411000053;2;26/05/1989;20/07/2009;78300;1;1;;;;;
0411000064;3;25/06/1979;20/07/2009;78100;0;1;;;;;
0411000076;2;06/02/1978;20/07/2009;78430;0;1;;;;;
0411000092;2;06/06/1960;21/07/2009;78100;1;1;;;;;
0411000127;2;29/03/1984;21/07/2009;78300;0;1;;;;;
0411000172;2;;23/07/2009;78955;0;1;;;;;
0411000223;2;12/02/1944;25/07/2009;78100;0;0;;;;;
0411000238;2;11/01/1974;25/07/2009;78230;1;1;;;;;
0411000327;2;23/01/1969;30/07/2009;78100;0;1;;;;;
0411000345;2;;01/08/2009;95280;1;0;;;;;
0411000377;2;;04/08/2009;78230;0;0;;;;;
0411000389;2;09/07/1991;04/08/2009;78100;0;1;;;;;
0411000592;2;28/03/1966;26/08/2009;78100;1;0;;;;;
0411000605;2;;28/08/2009;78860;1;1;;;;;
0411000621;2;;29/08/2009;78290;0;0;;;;;
0411000701;2;;10/09/2009;78100;1;1;;;;;
0411000722;2;;12/09/2009;78100;0;1;;;;;
0411000751;2;;16/09/2009;92500;0;1;;;;;
0411000842;2;11/12/1976;26/09/2009;78450;0;1;;;;;
0411000915;2;;03/10/2009;78100;0;1;;;;;
0411000947;2;;08/10/2009;92500;0;0;;;;;
0411000953;2;;08/10/2009;78100;0;1;;;;;
0411001030;2;;16/10/2009;78112;0;1;;;;;
0411001032;2;;16/10/2009;.;0;0;;;;;
0411001109;3;13/12/1993;24/10/2009;78670;0;1;;;;;
0411001158;2;25/01/2000;30/10/2009;.;0;1;;;;;
0411001314;2;;20/11/2009;78670;0;1;;;;;
0411001341;2;;24/11/2009;78600;1;0;;;;;
0411001369;2;;28/11/2009;78100;0;1;;;;;
0411001445;3;05/09/1994;09/12/2009;78600;0;1;;;;;
0411001466;2;;12/12/2009;78240;0;1;;;;;
0411001508;2;;20/12/2009;78510;1;0;;;;;
0411001519;2;06/11/1977;22/12/2009;78100;0;1;;;;;
0411001617;2;;21/01/2010;78955;0;1;;;;;
0411001658;3;27/10/1989;23/01/2010;78600;0;1;;;;;
0411001660;2;;23/01/2010;78750;0;1;;;;;
0411001781;2;;02/02/2010;78100;0;1;;;;;
0411001827;3;30/03/1996;06/02/2010;78600;0;1;;;;;
0411001851;2;;10/02/2010;78400;0;1;;;;;
0411001868;2;;12/02/2010;92000;0;1;;;;;
0411001921;2;;20/02/2010;78620;0;1;;;;;
0411001932;2;;23/02/2010;78100;0;1;;;;;
0411001939;3;;25/02/2010;78540;0;1;;;;;
0411002004;2;;13/03/2010;20000;1;1;;;;;
0411002052;2;;24/03/2010;78600;0;1;;;;;
0411002131;2;;09/04/2010;78360;0;1;;;;;
0411002133;2;16/10/1971;10/04/2010;78500;1;1;;;;;
0411002159;2;;14/04/2010;78100;0;1;;;;;
0411002218;2;;24/04/2010;78100;0;0;;;;;
0411002224;2;;24/04/2010;78100;0;1;;;;;
0411002308;3;06/11/1995;13/05/2010;92500;1;1;;;;;
0411002334;2;;17/05/2010;78630;0;1;;;;;
0411002336;2;;17/05/2010;78160;0;1;;;;;
0411002345;3;;19/05/2010;78450;0;0;;;;;
0411002430;2;;01/06/2010;78230;0;0;;;;;
0411002482;2;;08/06/2010;78100;0;1;;;;;
0411002497;2;;12/06/2010;95610;0;1;;;;;
0411002510;2;;12/06/2010;78240;0;1;;;;;
0411002564;2;;17/07/2010;78400;1;0;;;;;
0411002633;2;;30/07/2010;78110;0;1;;;;;
0411002861;2;;11/09/2010;78100;1;1;;;;;
0411002985;2;;02/10/2010;78260;0;0;;;;;
0411003005;2;;06/10/2010;78290;0;1;;;;;
0411003040;2;07/05/1979;12/10/2010;69006;1;1;;;;;
0411003056;2;;14/10/2010;78100;0;0;;;;;
0411003107;2;;28/10/2010;78870;0;1;;;;;
0411003143;2;;03/11/2010;78110;1;1;;;;;
0411003191;2;;12/11/2010;78100;1;1;;;;;
0411003203;3;;14/11/2010;78100;1;1;;;;;
0411003241;2;;22/11/2010;78100;1;1;;;;;
0411003324;2;;11/12/2010;78100;1;1;;;;;
0411003384;2;;22/12/2010;95490;1;1;;;;;
0411003386;2;;22/12/2010;78112;1;1;;;;;
0411003435;2;;08/01/2011;78110;1;0;;;;;
0411003584;2;;07/02/2011;78100;0;0;;;;;
0411003624;2;;16/02/2011;78570;0;1;;;;;
0411003631;2;;17/02/2011;78230;0;1;;;;;
0411003647;2;;21/02/2011;78230;0;1;;;;;
0411003651;2;;22/02/2011;78400;0;1;;;;;
0411003698;2;;05/03/2011;78480;0;1;;;;;
0411003729;2;;12/03/2011;78100;0;1;;;;;
0411003782;2;;24/03/2011;78100;1;0;;;;;
0411003839;2;;06/04/2011;78450;1;1;;;;;
0411003842;2;;08/04/2011;78110;0;1;;;;;
0411003872;3;;13/04/2011;78100;0;1;;;;;
0411003883;2;;15/04/2011;78100;1;1;;;;;
0411003898;2;;19/04/2011;78400;1;0;;;;;
0411003920;2;;25/04/2011;78100;1;1;;;;;
0411003927;2;;29/04/2011;78100;0;1;;;;;
0411003951;2;;04/05/2011;92150;0;1;;;;;
0411004021;2;;19/05/2011;78860;1;0;;;;;
0411004092;2;;10/06/2011;78580;0;1;;;;;
0411004103;2;;16/06/2011;92500;1;1;;;;;
0411004190;2;;28/07/2011;44000;0;1;;;;;
0411004197;2;;29/07/2011;78570;1;0;;;;;
0411004227;2;;08/08/2011;75015;0;0;;;;;
0411004285;2;;31/08/2011;.;1;0;;;;;
0411004307;2;;09/09/2011;78100;0;1;;;;;
0411004310;2;;09/09/2011;78100;0;1;;;;;
0411004373;3;15/08/1990;22/09/2011;78240;1;1;;;;;
0411004427;2;;07/10/2011;95240;1;1;;;;;
0411004543;2;;28/10/2011;78100;0;1;;;;;
0411004558;2;;29/10/2011;78100;0;1;;;;;
0411004649;2;;30/11/2011;78100;0;1;;;;;
0411004689;2;;10/12/2011;78100;1;1;;;;;
0411004706;2;;17/12/2011;78100;1;1;;;;;
0411004715;2;;17/12/2011;75011;1;1;;;;;
0411004812;2;;12/02/2012;78100;0;1;;;;;
0411004853;2;;18/02/2012;75017;1;1;;;;;
0411004863;2;;22/02/2012;78100;1;1;;;;;
0411004916;2;;10/03/2012;78100;1;0;;;;;
0411004918;3;;10/03/2012;92500;0;1;;;;;
0411005052;2;;06/04/2012;95280;0;1;;;;;
0411005108;2;;21/04/2012;78540;0;0;;;;;
0411005172;2;;05/05/2012;78300;0;1;;;;;
0411005210;2;;12/05/2012;78110;0;1;;;;;
0411005221;2;;12/05/2012;78112;0;1;;;;;
0411005269;2;;25/05/2012;78160;1;1;;;;;
0411005278;2;;26/05/2012;78125;0;1;;;;;
0411005305;2;;29/05/2012;78110;0;1;;;;;
0411005321;2;;02/06/2012;92500;0;1;;;;;
0411005322;2;;02/06/2012;78400;1;1;;;;;
0411005398;2;;23/06/2012;78860;0;1;;;;;
0411005404;2;;23/06/2012;78600;1;1;;;;;
0411005436;2;;18/07/2012;78360;0;1;;;;;
0411005495;3;;25/07/2012;78750;0;1;;;;;
0411005510;2;;27/07/2012;95000;0;0;;;;;
0411005586;2;;18/08/2012;78510;0;1;;;;;
0411005588;2;;20/08/2012;78700;0;1;;;;;
0411005597;2;;21/08/2012;78112;0;0;;;;;
0411005613;2;;25/08/2012;78112;0;1;;;;;
0411005633;2;;03/09/2012;78100;0;1;;;;;
0411005707;2;;22/09/2012;64000;1;1;;;;;
0411005731;2;;27/09/2012;78112;0;1;;;;;
0411005747;2;;29/09/2012;78955;1;0;;;;;
0411005819;2;;13/10/2012;95110;1;1;;;;;
0411005835;2;;20/10/2012;78600;1;1;;;;;
0411005948;2;;13/11/2012;78420;0;1;;;;;
0411005971;3;;17/11/2012;78100;0;1;;;;;
0411005978;2;;22/11/2012;92000;0;0;;;;;
0411005979;2;;22/11/2012;78100;0;1;;;;;
0411006059;2;;08/12/2012;78510;0;1;;;;;
0411006081;2;;12/12/2012;78700;0;1;;;;;
0411006141;2;;22/12/2012;78100;0;1;;;;;
0411006149;2;;24/12/2012;78100;0;1;;;;;
0411006206;2;;19/01/2013;78100;0;1;;;;;
0411006219;2;;23/01/2013;78100;0;1;;;;;
0411006223;2;;25/01/2013;78570;0;1;;;;;
0411006226;2;;26/01/2013;78100;0;1;;;;;
0411006227;2;;26/01/2013;78300;0;1;;;;;
0411006255;2;;26/01/2013;92150;0;1;;;;;
0411006398;2;;18/02/2013;93380;0;1;;;;;
0411006404;2;24/06/1974;22/02/2013;78230;0;1;;;;;
0411006514;2;;12/04/2013;78500;0;1;;;;;
0411006631;2;;15/05/2013;92210;0;1;;;;;
0411006688;2;;31/05/2013;78600;1;0;;;;;
0411006742;2;;22/06/2013;78112;0;1;;;;;
0411006824;2;;05/08/2013;78300;1;1;;;;;
0411006877;2;;09/09/2013;78100;0;0;;;;;
0411006908;2;;21/09/2013;78410;1;0;;;;;
0411006995;2;;23/10/2013;78100;1;1;;;;;
0411007016;2;;28/10/2013;13005;1;0;;;;;
0411007017;2;;28/10/2013;78600;1;0;;;;;
0411007137;2;;02/12/2013;78100;1;0;;;;;
0411007146;2;;06/12/2013;78100;0;0;;;;;
0411007161;2;;08/12/2013;78112;1;0;;;;;
0420337031;2;;29/11/2008;51100;0;1;;;;;
0420343233;3;;14/01/2009;51350;0;0;;;;;
0420343255;2;;22/01/2009;51100;0;1;;;;;
0420343329;2;;30/01/2009;30650;0;1;;;;;
0420343365;2;05/08/1963;05/02/2009;51140;0;1;;;;;
0420343381;2;05/10/1965;07/02/2009;51100;0;1;;;;;
0420343384;2;;07/02/2009;51100;0;0;;;;;
0420343429;1;;24/02/2009;75012;1;0;;;;;
0420343618;2;;20/04/2009;51100;1;0;;;;;
0420343628;2;;22/04/2009;51100;1;0;;;;;
0420343664;2;03/01/1952;04/05/2009;08200;0;0;;;;;
0420343722;1;05/09/1979;16/05/2009;92110;1;0;;;;;
0420343762;1;18/09/1991;03/06/2009;08200;0;1;;;;;
0420343775;1;;05/06/2009;75011;1;1;;;;;
0420343804;1;23/02/1983;09/06/2009;51100;1;1;;;;;
0420355886;3;;15/09/2009;51100;1;1;;;;;
0420355922;2;26/06/1975;03/10/2009;51400;1;1;;;;;
0421000165;2;;28/11/2009;51100;1;1;;;;;
0421000378;2;17/07/1948;10/02/2010;51100;1;1;;;;;
0421000383;2;25/03/1992;12/02/2010;51100;1;1;;;;;
0421000545;3;18/09/1981;22/04/2010;69006;0;1;;;;;
0421000596;3;15/06/1986;08/05/2010;51100;1;1;;;;;
0421000727;2;;08/06/2010;51390;1;0;;;;;
0421000733;2;;09/06/2010;51420;1;0;;;;;
0421000748;3;;12/06/2010;.;1;1;;;;;
0421000779;2;;24/06/2010;51000;1;1;;;;;
0421000852;3;14/01/1993;17/07/2010;51170;1;1;;;;;
0421000856;3;;17/07/2010;60190;1;0;;;;;
0421000964;2;25/05/1994;09/08/2010;02850;1;1;;;;;
0421000969;3;04/05/1991;10/08/2010;51100;0;1;;;;;
0421001022;2;;02/09/2010;52100;0;1;;;;;
0421001048;3;;14/09/2010;.;1;0;;;;;
0421001059;3;31/07/1972;17/09/2010;75020;1;1;;;;;
0421001082;2;23/10/1979;24/09/2010;51100;1;1;;;;;
0421001168;2;;22/10/2010;51500;1;0;;;;;
0421001196;2;01/02/1981;30/10/2010;94170;1;1;;;;;
0421001216;2;;06/11/2010;51100;1;1;;;;;
0421001251;2;;20/11/2010;51100;1;1;;;;;
0421001258;2;;24/11/2010;02000;0;0;;;;;
0421001273;2;02/11/1978;03/12/2010;51100;1;1;;;;;
0421001299;3;;11/12/2010;02310;1;0;;;;;
0421001391;2;11/01/1991;17/01/2011;.;1;1;;;;;
0421001428;3;;21/01/2011;02190;1;1;;;;;
0421001486;2;01/05/1970;05/02/2011;51100;1;1;;;;;
0421001495;2;28/12/1957;09/02/2011;51250;0;0;;;;;
0421001556;2;05/06/1977;01/03/2011;08130;0;1;;;;;
0421001705;2;09/07/1991;04/05/2011;51100;1;1;;;;;
0421001816;3;;30/06/2011;.;1;0;;;;;
0421001835;2;;02/07/2011;92600;0;1;;;;;
0421001910;2;;20/07/2011;51100;1;0;;;;;
0421001947;3;;11/08/2011;51100;1;0;;;;;
0421001950;3;;13/08/2011;75020;1;1;;;;;
0421001954;2;;16/08/2011;51100;1;0;;;;;
0421001991;2;;10/09/2011;51100;1;0;;;;;
0421002046;2;;04/10/2011;51600;0;0;;;;;
0421002065;3;;12/10/2011;51100;1;1;;;;;
0421002083;3;;19/10/2011;51100;1;1;;;;;
0421002122;2;;26/10/2011;02350;0;1;;;;;
0421002190;3;;18/11/2011;51320;1;1;;;;;
0421002249;2;;08/12/2011;.;0;1;;;;;
0421002261;3;;14/12/2011;57155;1;1;;;;;
0421002269;3;;17/12/2011;51200;1;0;;;;;
0421002314;2;;21/01/2012;51100;1;1;;;;;
0421002318;2;;21/01/2012;51100;1;1;;;;;
0421002334;3;;21/01/2012;51100;1;1;;;;;
0421002371;3;;27/01/2012;51100;1;1;;;;;
0421002501;3;;05/03/2012;51800;1;1;;;;;
0421002584;2;;28/03/2012;51000;1;1;;;;;
0421002609;3;;05/04/2012;60270;1;1;;;;;
0421002634;2;;14/04/2012;02200;1;0;;;;;
0421002757;2;;26/05/2012;51390;1;1;;;;;
0421002776;3;;31/05/2012;51100;1;1;;;;;
0421002779;2;;01/06/2012;08000;1;1;;;;;
0421002825;2;;16/06/2012;51220;1;1;;;;;
0421002862;2;;06/07/2012;51270;1;0;;;;;
0421002899;2;;14/07/2012;08000;1;1;;;;;
0421003036;3;;10/08/2012;08200;1;1;;;;;
0421003088;3;;04/09/2012;51100;1;0;;;;;
0421003119;3;;15/09/2012;51100;1;1;;;;;
0421003297;3;;23/11/2012;51100;1;1;;;;;
0421003472;2;;18/01/2013;51100;1;1;;;;;
0421003499;3;04/01/1993;23/01/2013;51110;1;0;;;;;
0421003527;2;;26/01/2013;51100;1;1;;;;;
0421003577;3;;02/02/2013;51370;1;1;;;;;
0421003652;3;;05/03/2013;94160;1;1;;;;;
0421003686;2;;28/03/2013;51200;1;1;;;;;
0421003700;2;;09/04/2013;02580;1;0;;;;;
0421003717;2;;20/04/2013;51100;1;1;;;;;
0421003771;2;;16/05/2013;02000;0;0;;;;;
0421003800;2;;28/05/2013;51100;1;1;;;;;
0421003861;2;;26/06/2013;51100;1;1;;;;;
0421003974;3;;06/09/2013;02370;1;1;;;;;
0421003992;2;;14/09/2013;02190;1;1;;;;;
0421004026;2;;02/10/2013;51220;1;1;;;;;
0421004096;3;;02/11/2013;02370;1;1;;;;;
0421004136;2;;20/11/2013;51100;1;1;;;;;
0421004144;3;;26/11/2013;51100;0;1;;;;;
0421004185;3;;21/12/2013;51150;1;1;;;;;
0421004203;2;;31/12/2013;51100;1;1;;;;;
0421004246;3;;24/01/2014;51100;1;1;;;;;
0421004266;3;;25/01/2014;51100;1;1;;;;;
0430000010;2;;25/11/2008;30400;1;0;;;;;
0430001133;2;;16/06/2007;84220;1;1;;;;;
0430337048;1;02/01/1977;12/12/2008;92130;0;1;;;;;
0430343300;2;;27/12/2008;.;0;0;;;;;
0430355460;1;24/01/1988;02/02/2009;84130;1;0;;;;;
0430355465;2;;06/02/2009;84570;0;0;;;;;
0430357303;2;;14/03/2009;75017;1;1;;;;;
0430357550;2;;22/04/2009;30400;0;0;;;;;
0430357560;1;25/09/1986;23/04/2009;30150;1;0;;;;;
0430357689;2;;12/05/2009;30133;1;0;;;;;
0430357693;1;17/04/1985;13/05/2009;30150;1;1;;;;;
0430357715;2;22/08/1978;18/05/2009;84110;0;0;;;;;
0430357727;2;;19/05/2009;30650;0;1;;;;;
0430357737;2;13/11/1958;19/05/2009;84000;0;0;;;;;
0430357811;2;;29/05/2009;84000;1;1;;;;;
0430357833;1;07/10/1983;30/05/2009;84000;0;0;;;;;
0430357948;2;22/09/1982;13/06/2009;73200;0;0;;;;;
0430357975;3;;16/06/2009;21000;0;1;;;;;
0430358135;3;05/01/1988;26/08/2009;.;0;0;;;;;
0430358178;3;27/09/1988;05/09/2009;84700;1;1;;;;;
0430358188;2;27/07/1964;08/09/2009;.;1;1;;;;;
0430358203;3;09/05/1992;14/09/2009;13150;1;1;;;;;
0430358243;2;;24/09/2009;30133;0;1;;;;;
0431000077;2;;28/10/2009;30200;0;0;;;;;
0431000099;2;;30/10/2009;30400;0;1;;;;;
0431000113;2;;31/10/2009;30700;0;0;;;;;
0431000233;2;;01/12/2009;26110;0;1;;;;;
0431000256;2;;05/12/2009;84110;1;0;;;;;
0431000289;2;;14/12/2009;30330;0;0;;;;;
0431000344;2;;26/12/2009;.;0;1;;;;;
0431000352;2;;30/12/2009;30400;0;1;;;;;
0431000442;2;;30/01/2010;30400;0;1;;;;;
0431000485;2;;06/02/2010;31470;0;1;;;;;
0431000594;2;;05/03/2010;75020;1;0;;;;;
0431000722;2;;07/04/2010;84000;0;0;;;;;
0431000831;2;;11/05/2010;13910;0;1;;;;;
0431000903;2;;29/05/2010;92400;1;1;;;;;
0431000948;2;;12/06/2010;.;1;0;;;;;
0431000988;2;;30/06/2010;84000;1;0;;;;;
0431001063;2;;21/08/2010;84000;0;1;;;;;
0431001094;2;;04/09/2010;.;1;0;;;;;
0431001158;2;;25/09/2010;30650;1;1;;;;;
0431001264;2;;05/11/2010;84130;1;0;;;;;
0431001395;2;;18/12/2010;30400;1;1;;;;;
0431001554;2;;26/02/2011;93130;0;1;;;;;
0431001595;2;;18/03/2011;13150;1;0;;;;;
0431001679;2;;06/04/2011;84310;0;1;;;;;
0431001736;2;;22/04/2011;30650;1;0;;;;;
0431001799;2;;11/05/2011;84000;0;0;;;;;
0431001805;2;;13/05/2011;95280;1;0;;;;;
0431001806;2;;13/05/2011;84000;1;0;;;;;
0431001851;2;;30/05/2011;84000;0;1;;;;;
0431001990;2;;09/08/2011;84000;0;1;;;;;
0431001995;2;;10/08/2011;75012;0;0;;;;;
0431002017;2;;24/08/2011;30740;0;0;;;;;
0431002058;2;;16/09/2011;13300;0;1;;;;;
0431002146;2;;28/10/2011;75011;1;0;;;;;
0431002269;2;;26/12/2011;13008;1;0;;;;;
0431002343;2;24/12/1976;11/02/2012;84000;0;1;;;;;
0431002345;3;;11/02/2012;30400;0;1;;;;;
0431002384;3;;24/02/2012;84000;0;1;;;;;
0431002491;3;;07/04/2012;13750;1;1;;;;;
0431002697;2;;23/07/2012;94140;1;1;;;;;
0431002705;2;;25/07/2012;75020;1;0;;;;;
0431002710;2;;25/07/2012;84700;0;1;;;;;
0431002762;2;;04/08/2012;71100;0;1;;;;;
0431002785;2;;09/08/2012;84000;0;1;;;;;
0431002844;2;;01/09/2012;84200;0;1;;;;;
0431002912;2;;27/09/2012;84000;0;1;;;;;
0431002952;2;;13/10/2012;30131;1;1;;;;;
0431002974;2;;24/10/2012;26790;1;1;;;;;
0431003016;2;;03/11/2012;84660;1;0;;;;;
0431003018;2;;03/11/2012;13009;0;1;;;;;
0431003035;2;;07/11/2012;84250;1;1;;;;;
0431003043;2;;08/11/2012;64100;1;1;;;;;
0431003068;2;;17/11/2012;69009;1;1;;;;;
0431003153;2;;18/12/2012;75019;0;1;;;;;
0431003174;2;;24/12/2012;84000;1;0;;;;;
0431003186;2;;27/12/2012;30390;1;1;;;;;
0431003391;2;;10/04/2013;84500;1;1;;;;;
0431003401;2;;13/04/2013;84250;1;0;;;;;
0431003422;2;;20/04/2013;21160;1;1;;;;;
0431003537;2;;15/06/2013;84130;1;1;;;;;
0431003607;2;;08/07/2013;84220;1;0;;;;;
0431003629;2;;12/07/2013;75011;1;0;;;;;
0431003669;2;;10/08/2013;30150;1;1;;;;;
0431003763;2;;24/09/2013;84000;1;1;;;;;
0431003851;2;;01/11/2013;84000;0;1;;;;;
0431003863;2;;04/11/2013;30133;0;0;;;;;
0431003880;2;;09/11/2013;13670;0;0;;;;;
0431003948;2;;04/12/2013;13160;1;1;;;;;
0431003954;2;;07/12/2013;30290;1;1;;;;;
0431003994;2;;16/12/2013;84270;1;1;;;;;
0440356048;2;;15/04/2009;95400;0;0;;;;;
0440356147;1;12/10/1983;27/04/2009;45000;1;1;;;;;
0440356307;1;05/04/1982;24/05/2009;75015;0;0;;;;;
0440356339;1;15/01/1981;31/05/2009;75008;0;1;;;;;
0440356457;3;;14/06/2009;75015;0;1;;;;;
0440356522;3;;21/06/2009;60200;1;0;;;;;
0440356560;3;;27/07/2009;94400;1;0;;;;;
0440356571;2;;04/08/2009;75015;0;1;;;;;
0440356592;1;;14/08/2009;75012;1;0;;;;;
0440356642;3;;23/08/2009;75011;0;0;;;;;
0440356646;3;;24/08/2009;06300;0;1;;;;;
0440356676;3;;29/08/2009;.;1;1;;;;;
0440356696;3;30/01/1991;01/09/2009;75011;1;1;;;;;
0440356768;3;;18/09/2009;59800;1;0;;;;;
0440356794;2;27/05/1979;22/09/2009;75014;1;0;;;;;
0440356799;2;30/04/1968;22/09/2009;78000;1;0;;;;;
0440356949;3;;26/10/2009;44600;1;0;;;;;
0440357013;2;14/07/1944;10/11/2009;69100;0;1;;;;;
0440357037;3;;14/11/2009;75019;0;1;;;;;
0441000086;2;;01/12/2009;75011;1;0;;;;;
0441000269;2;;28/02/2010;59800;1;0;;;;;
0441000288;2;;06/03/2010;75012;0;1;;;;;
0441000294;3;;07/03/2010;78240;0;1;;;;;
0441000334;2;;16/03/2010;92170;0;0;;;;;
0441000349;2;;20/03/2010;75013;0;1;;;;;
0441000533;3;;15/04/2010;89000;1;1;;;;;
0441000536;3;;17/04/2010;75012;1;1;;;;;
0441000542;2;;17/04/2010;94200;1;0;;;;;
0441000570;3;;26/04/2010;75017;0;1;;;;;
0441000583;2;;04/05/2010;93300;0;1;;;;;
0441000618;2;;15/05/2010;92210;0;1;;;;;
0441000725;2;;13/06/2010;06200;1;1;;;;;
0441000760;3;;20/06/2010;75002;0;1;;;;;
0441000786;2;;25/06/2010;17000;1;1;;;;;
0441000822;2;;13/07/2010;75003;0;1;;;;;
0441000901;2;;22/08/2010;75011;1;0;;;;;
0441000952;2;;06/09/2010;33300;0;1;;;;;
0441000983;3;;12/09/2010;94480;0;1;;;;;
0441001037;3;;25/09/2010;.;0;1;;;;;
0441001060;2;;27/09/2010;93100;0;1;;;;;
0441001097;2;;06/10/2010;75008;0;1;;;;;
0441001099;2;;07/10/2010;92400;0;1;;;;;
0441001123;2;;10/10/2010;75004;1;0;;;;;
0441001150;3;;15/10/2010;77123;1;0;;;;;
0441001355;2;;25/11/2010;75116;1;1;;;;;
0441001381;2;;05/12/2010;14400;0;1;;;;;
0441001439;2;;23/12/2010;60340;0;1;;;;;
0441001464;2;;04/01/2011;86440;1;0;;;;;
0441001532;2;;04/02/2011;95220;1;1;;;;;
0441001590;2;;12/03/2011;75011;0;0;;;;;
0441001650;2;;19/04/2011;58000;1;0;;;;;
0441001780;2;;31/05/2011;95500;1;0;;;;;
0441001786;2;;04/06/2011;75010;1;0;;;;;
0441001939;2;;15/11/2011;62190;0;1;;;;;
0441002050;2;;03/03/2012;75011;0;1;;;;;
0441002136;2;;31/03/2012;42530;1;1;;;;;
0441002139;3;;01/04/2012;75012;1;0;;;;;
0441002166;3;;08/04/2012;69002;1;0;;;;;
0441002211;2;;28/04/2012;94300;1;0;;;;;
0441002233;2;;05/05/2012;75011;1;0;;;;;
0441002286;2;;20/05/2012;75012;1;0;;;;;
0441002339;2;;30/05/2012;94100;0;1;;;;;
0441002345;2;;01/06/2012;68870;1;0;;;;;
0441002380;2;;09/06/2012;75017;0;1;;;;;
0441002487;2;;01/07/2012;75020;0;1;;;;;
0441002489;2;;02/07/2012;92320;1;0;;;;;
0441002543;2;;01/08/2012;37250;1;1;;;;;
0441002556;2;;08/08/2012;75014;1;0;;;;;
0441002614;2;;09/09/2012;43000;1;1;;;;;
0441002702;2;;05/10/2012;94160;1;0;;;;;
0441002725;2;;12/10/2012;75015;1;0;;;;;
0441002748;2;07/02/1990;18/10/2012;06100;1;0;;;;;
0441002777;2;;24/10/2012;75018;1;1;;;;;
0441002803;2;;28/10/2012;94170;1;0;;;;;
0441002814;2;;01/11/2012;75014;0;1;;;;;
0441002840;2;;10/11/2012;33000;0;1;;;;;
0441002851;2;;11/11/2012;93500;0;1;;;;;
0441002892;2;;24/11/2012;92320;1;0;;;;;
0441002919;2;;28/11/2012;75008;1;0;;;;;
0441002989;2;;15/12/2012;94310;1;0;;;;;
0441003004;2;;19/12/2012;75020;1;0;;;;;
0441003023;2;;22/12/2012;75012;1;1;;;;;
0441003107;2;;19/01/2013;75010;0;1;;;;;
0441003125;2;;24/01/2013;75018;0;0;;;;;
0441003260;2;;30/03/2013;69002;0;1;;;;;
0441003390;2;;01/06/2013;75014;1;0;;;;;
0441003489;2;;31/08/2013;92700;1;0;;;;;
0441003491;2;;31/08/2013;75010;1;1;;;;;
0441003555;2;;20/10/2013;75003;1;0;;;;;
0441003684;2;05/04/1984;15/12/2013;75013;1;0;;;;;
0441003732;2;;14/01/2014;75019;1;1;;;;;
